date,day_of_week,month,week_of_year,is_weekend,weather_type,holiday,month_period,before_holiday_flag,after_holiday_flag,product_name,target_units_sold,category,day,quarter,week_of_month,is_month_start,is_month_end,lag_1_units,lag_7_units,lag_14_units,lag_21_units,lag_28_units,rolling_mean_3,rolling_mean_7,rolling_mean_14,rolling_std_7,rolling_std_14,rolling_median_7,rolling_median_14,trend_1_7,trend_7_14,weighted_recent
2025-10-29,Wednesday,10,44,No,Cloudy,No,end,No,No,Roast bread,19.0,Meal,29,4,5,No,No,17.0,15.0,18.0,18.0,13.0,15.333333333333334,15.285714285714286,15.214285714285714,2.8702082220799134,5.563321800017453,15.0,15.5,2.0,-3.0,16.5
2025-10-29,Wednesday,10,44,No,Cloudy,No,end,No,No,Rolls,44.0,Snack,29,4,5,No,No,30.0,70.0,63.0,46.0,41.0,50.333333333333336,51.857142857142854,50.285714285714285,17.808505191139922,19.65247516776908,48.0,55.5,-40.0,7.0,45.3
2025-10-29,Wednesday,10,44,No,Cloudy,No,end,No,No,Roti,6.0,Meal,29,4,5,No,No,11.0,16.0,5.0,20.0,15.0,8.666666666666666,9.142857142857142,8.571428571428571,3.7161167647860323,4.0896545973070575,9.0,8.5,-5.0,11.0,11.899999999999999
2025-10-29,Wednesday,10,44,No,Cloudy,No,end,No,No,Soft drinks,20.0,Cold Beverage,29,4,5,No,No,21.0,27.0,36.0,39.0,23.0,23.666666666666668,21.0,24.928571428571427,6.164414002968989,10.74504741525341,20.0,27.0,-6.0,-9.0,24.3
2025-10-29,Wednesday,10,44,No,Cloudy,No,end,No,No,String Hoppers,60.0,Meal,29,4,5,No,No,60.0,140.0,60.0,105.0,75.0,66.66666666666667,80.0,73.21428571428571,47.60952285695234,41.58435092385405,100.0,70.0,-80.0,80.0,84.0
2025-10-29,Wednesday,10,44,No,Cloudy,No,end,No,No,Tea,16.0,Hot Beverage,29,4,5,No,No,12.0,17.0,27.0,16.0,17.0,14.333333333333334,15.142857142857142,16.714285714285715,1.7728105208557776,6.843622201375875,15.0,16.5,-5.0,-10.0,15.0
2025-10-29,Wednesday,10,44,No,Cloudy,No,end,No,No,Ulundu Wade,30.0,Snack,29,4,5,No,No,41.0,29.0,87.0,50.0,44.0,54.333333333333336,51.142857142857146,53.357142857142854,13.284434142114993,20.71642656614141,58.0,58.5,12.0,-58.0,42.0
2025-10-29,Wednesday,10,44,No,Cloudy,No,end,No,No,Vegitable Roti,15.0,Meal,29,4,5,No,No,7.0,18.0,18.0,24.0,20.0,10.666666666666666,12.857142857142858,14.714285714285714,3.716116764786033,6.268708263805491,12.0,16.0,-11.0,0.0,11.4
2025-10-29,Wednesday,10,44,No,Cloudy,No,end,No,No,Watter Bottle,6.0,Cold Beverage,29,4,5,No,No,4.0,5.0,4.0,9.0,6.0,6.333333333333333,4.0,3.4285714285714284,2.9439202887759484,2.3109866595589295,4.0,3.5,-1.0,1.0,4.3
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Bread,1.5,Meal,30,4,5,No,No,3.0,2.0,1.0,2.0,5.0,1.5,1.7857142857142858,1.8214285714285714,0.8091735937126876,1.0304431992173013,2.0,2.0,1.0,1.0,2.5
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Breakfast,8.0,Meal,30,4,5,No,No,10.0,10.0,10.0,15.0,10.0,9.166666666666666,8.928571428571429,8.964285714285714,4.476127152540944,4.208344666869009,10.0,10.0,0.0,0.0,10.0
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Bulath vita,12.0,Other,30,4,5,No,No,11.0,12.0,18.0,25.0,22.0,15.333333333333334,14.428571428571429,13.5,6.133436852128478,7.133345315110957,16.0,15.5,-1.0,-6.0,12.0
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Chicken Curry,4.0,Meal,30,4,5,No,No,2.0,5.0,6.0,3.0,2.0,0.6666666666666666,2.5714285714285716,2.642857142857143,2.29906813420444,2.1342317247536764,2.0,3.0,-3.0,-1.0,3.3000000000000003
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Cigarette,21.0,Other,30,4,5,No,No,29.0,27.0,34.0,36.0,54.0,28.0,29.571428571428573,27.071428571428573,4.6496287614225835,8.922437453403072,29.0,29.0,2.0,-7.0,28.9
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Dal Curry,8.0,Meal,30,4,5,No,No,8.0,8.0,5.0,9.0,4.0,7.0,12.0,9.357142857142858,14.177446878757824,10.307630801850285,7.0,7.0,0.0,3.0,7.699999999999999
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Egg Rotti,36.0,Meal,30,4,5,No,No,45.0,30.0,43.0,53.0,59.0,38.333333333333336,40.285714285714285,40.214285714285715,8.826367424074414,14.508239417276354,42.0,43.0,15.0,-13.0,40.3
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Hoppers,23.0,Meal,30,4,5,No,No,14.0,8.0,35.0,12.0,55.0,15.666666666666666,16.571428571428573,16.857142857142858,8.960229588895261,9.43689276483235,14.0,16.0,6.0,-27.0,14.3
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Kahata,12.0,Hot Beverage,30,4,5,No,No,19.0,28.0,22.0,30.0,23.0,23.666666666666668,22.714285714285715,21.428571428571427,4.750939756661677,7.812359888853496,25.0,23.5,-9.0,6.0,22.0
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Plain Tea,63.0,Hot Beverage,30,4,5,No,No,67.0,72.0,63.0,84.0,99.0,64.66666666666667,66.57142857142857,61.0,7.367883976130099,19.752312425481897,67.0,64.5,-5.0,9.0,68.1
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Roast bread,19.0,Meal,30,4,5,No,No,19.0,15.0,12.0,22.0,16.0,16.333333333333332,15.857142857142858,15.285714285714286,3.1847852585154066,5.608078944750104,16.0,15.5,4.0,3.0,17.1
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Rolls,41.0,Snack,30,4,5,No,No,44.0,37.0,61.0,38.0,44.0,38.666666666666664,48.142857142857146,48.92857142857143,16.014874038723843,19.360802135775767,44.0,51.0,7.0,-24.0,43.6
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Roti,5.0,Meal,30,4,5,No,No,6.0,4.0,14.0,14.0,12.0,8.333333333333334,7.714285714285714,8.642857142857142,2.2886885410853153,4.03078810498056,8.0,8.5,2.0,-10.0,6.2
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Soft drinks,24.0,Cold Beverage,30,4,5,No,No,20.0,18.0,37.0,34.0,33.0,20.333333333333332,20.0,23.785714285714285,5.5677643628300375,10.319351287218156,20.0,24.0,2.0,-19.0,21.099999999999998
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,String Hoppers,120.0,Meal,30,4,5,No,No,60.0,100.0,90.0,140.0,55.0,80.0,68.57142857142857,73.21428571428571,39.76119189552019,41.58435092385405,60.0,70.0,-40.0,10.0,75.0
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Tea,20.0,Hot Beverage,30,4,5,No,No,16.0,15.0,28.0,22.0,19.0,14.333333333333334,15.0,15.928571428571429,1.6329931618553861,6.170204905141198,15.0,16.0,1.0,-13.0,16.9
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Ulundu Wade,41.0,Snack,30,4,5,No,No,30.0,64.0,72.0,84.0,77.0,44.666666666666664,51.285714285714285,49.285714285714285,13.009154286043934,19.136869655713816,58.0,56.0,-34.0,-8.0,44.400000000000006
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Vegitable Roti,11.0,Meal,30,4,5,No,No,15.0,17.0,16.0,31.0,13.0,11.666666666666666,12.428571428571429,14.5,3.154739442867027,6.198635085490748,12.0,15.5,-2.0,1.0,15.7
2025-10-30,Thursday,10,44,No,Rainy,No,end,No,No,Watter Bottle,11.0,Cold Beverage,30,4,5,No,No,6.0,1.0,4.0,5.0,4.0,5.333333333333333,4.142857142857143,3.5714285714285716,3.0237157840738176,2.4087751663859787,4.0,3.5,5.0,-3.0,4.3
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Bread,2.5,Meal,31,4,5,No,Yes,1.5,2.0,3.5,1.5,1.0,1.8333333333333333,1.7142857142857142,1.8571428571428572,0.8091735937126875,1.0082080720186268,2.0,2.0,-0.5,-1.5,1.85
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Breakfast,8.0,Meal,31,4,5,No,Yes,8.0,10.0,8.0,14.0,11.0,8.833333333333334,8.642857142857142,8.821428571428571,4.460140933071192,4.204425977728446,9.0,10.0,-2.0,2.0,8.6
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Bulath vita,8.0,Other,31,4,5,No,Yes,12.0,16.0,15.0,12.0,18.0,13.0,14.428571428571429,13.071428571428571,6.133436852128478,7.021552378370318,16.0,13.5,-4.0,1.0,13.5
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Chicken Curry,1.0,Meal,31,4,5,No,Yes,4.0,3.0,3.0,1.0,0.0,2.0,2.4285714285714284,2.5,2.14919697074224,1.9513309067639724,2.0,3.0,1.0,0.0,3.5999999999999996
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Cigarette,8.0,Other,31,4,5,No,Yes,21.0,26.0,23.0,37.0,57.0,27.0,28.714285714285715,26.142857142857142,5.648430038936698,8.821801166665207,29.0,28.0,-5.0,3.0,22.7
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Dal Curry,6.0,Meal,31,4,5,No,Yes,8.0,44.0,9.0,6.0,5.0,7.333333333333333,12.0,9.571428571428571,14.177446878757824,10.241050770263806,7.0,7.5,-36.0,35.0,18.9
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Egg Rotti,18.0,Meal,31,4,5,No,Yes,36.0,39.0,45.0,51.0,47.0,36.333333333333336,41.142857142857146,39.714285714285715,7.904188160474833,14.525460784051269,42.0,42.5,-3.0,-6.0,37.8
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Hoppers,24.0,Meal,31,4,5,No,Yes,23.0,7.0,19.0,27.0,44.0,19.666666666666668,18.714285714285715,16.0,8.340948901139992,8.114564304148065,22.0,16.0,16.0,-12.0,17.799999999999997
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Kahata,6.0,Hot Beverage,31,4,5,No,Yes,12.0,25.0,23.0,26.0,28.0,19.0,20.428571428571427,20.714285714285715,5.563486402641866,8.203456789470112,20.0,23.5,-13.0,2.0,17.0
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Plain Tea,21.0,Hot Beverage,31,4,5,No,Yes,63.0,55.0,70.0,79.0,92.0,65.33333333333333,65.28571428571429,61.0,7.040698017343803,19.752312425481897,66.0,64.5,8.0,-15.0,61.3
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Roast bread,0.0,Meal,31,4,5,No,Yes,19.0,11.0,17.0,24.0,22.0,18.333333333333332,16.428571428571427,15.785714285714286,3.359421718944228,5.604648776871562,17.0,16.5,8.0,-6.0,16.4
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Rolls,16.0,Snack,31,4,5,No,Yes,41.0,57.0,54.0,50.0,71.0,38.333333333333336,48.714285714285715,47.5,15.617450557141595,19.138161635048203,44.0,46.0,-16.0,3.0,47.099999999999994
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Roti,3.0,Meal,31,4,5,No,Yes,5.0,9.0,8.0,20.0,10.0,7.333333333333333,7.857142857142857,8.0,2.0354009783964275,3.8230072737812892,8.0,8.0,-4.0,1.0,6.499999999999999
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Soft drinks,8.0,Cold Beverage,31,4,5,No,Yes,24.0,20.0,36.0,32.0,44.0,21.666666666666668,20.857142857142858,22.857142857142858,5.669467095138423,9.598534686704433,20.0,22.5,4.0,-16.0,24.0
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,String Hoppers,40.0,Meal,31,4,5,No,Yes,120.0,20.0,60.0,55.0,60.0,80.0,71.42857142857143,75.35714285714286,42.98393941484479,43.255248045947944,60.0,70.0,100.0,-40.0,84.0
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Tea,5.0,Hot Beverage,31,4,5,No,Yes,20.0,14.0,18.0,22.0,18.0,16.0,15.714285714285714,15.357142857142858,2.4976179127510774,5.271215636427161,16.0,16.0,6.0,-4.0,18.0
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Ulundu Wade,12.0,Snack,31,4,5,No,Yes,41.0,58.0,52.0,74.0,32.0,37.333333333333336,48.0,47.07142857142857,12.138094304022083,18.070223214807477,44.0,53.0,-17.0,6.0,47.2
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Vegitable Roti,6.0,Meal,31,4,5,No,Yes,11.0,11.0,24.0,29.0,27.0,11.0,11.571428571428571,14.142857142857142,2.439750182371336,6.249395575169252,12.0,14.0,0.0,-13.0,12.299999999999999
2025-10-31,Friday,10,44,No,Cloudy,No,end,No,No,Watter Bottle,1.0,Cold Beverage,31,4,5,No,Yes,11.0,1.0,4.0,1.0,5.0,7.0,5.571428571428571,4.071428571428571,3.5989416433697485,3.1246977875846267,6.0,3.5,10.0,-3.0,7.3
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Bread,1.5,Meal,1,4,1,Yes,No,2.5,2.0,1.5,1.0,2.5,2.3333333333333335,1.7857142857142858,1.7857142857142858,0.859124692984225,0.9138735334633754,2.0,2.0,0.5,0.5,2.25
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Breakfast,10.0,Meal,1,4,1,Yes,No,8.0,15.0,10.0,16.0,11.0,8.666666666666666,8.357142857142858,8.821428571428571,4.422615041977295,4.204425977728446,8.5,10.0,-7.0,5.0,10.3
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Bulath vita,16.0,Other,1,4,1,Yes,No,8.0,23.0,16.0,27.0,34.0,10.333333333333334,13.285714285714286,12.571428571428571,6.52467842666814,7.1221678388868925,12.0,12.0,-15.0,7.0,13.299999999999999
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Chicken Curry,3.0,Meal,1,4,1,Yes,No,1.0,6.0,3.0,2.0,1.0,2.3333333333333335,2.142857142857143,2.357142857142857,2.193062655175134,1.9848325973644323,2.0,2.5,-5.0,3.0,2.7
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Cigarette,25.0,Other,1,4,1,Yes,No,8.0,32.0,23.0,45.0,58.0,19.333333333333332,26.142857142857142,25.071428571428573,9.719886340703328,10.057253683205541,29.0,28.0,-24.0,9.0,16.7
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Dal Curry,8.0,Meal,1,4,1,Yes,No,6.0,7.0,7.0,5.0,8.0,7.333333333333333,6.571428571428571,9.357142857142858,1.3972762620115255,10.285218242007035,7.0,7.0,-1.0,0.0,6.3999999999999995
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Egg Rotti,50.0,Meal,1,4,1,Yes,No,18.0,45.0,47.0,79.0,60.0,33.0,38.142857142857146,37.785714285714285,11.85226520443205,15.52753668823217,42.0,40.5,-27.0,-2.0,28.999999999999996
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Hoppers,23.0,Meal,1,4,1,Yes,No,24.0,31.0,22.0,40.0,44.0,20.333333333333332,21.142857142857142,16.357142857142858,6.66904719402932,8.362987530754816,23.0,16.0,-7.0,9.0,25.899999999999995
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Kahata,36.0,Hot Beverage,1,4,1,Yes,No,6.0,20.0,31.0,15.0,24.0,12.333333333333334,17.714285714285715,19.5,7.319250547113999,9.053261205860487,19.0,22.0,-14.0,-11.0,12.7
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Plain Tea,70.0,Hot Beverage,1,4,1,Yes,No,21.0,78.0,61.0,68.0,95.0,50.333333333333336,60.42857142857143,57.5,18.201255843642066,22.221784183716952,66.0,62.0,-57.0,17.0,42.1
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Roast bread,25.0,Meal,1,4,1,Yes,No,0.0,20.0,24.0,8.0,22.0,12.666666666666666,14.857142857142858,14.571428571428571,6.962484504556572,6.991360445515656,17.0,15.5,-20.0,-4.0,8.4
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Rolls,62.0,Snack,1,4,1,Yes,No,16.0,48.0,59.0,70.0,75.0,33.666666666666664,42.857142857142854,44.785714285714285,19.256415133911197,20.770461908972752,42.0,43.0,-32.0,-11.0,29.9
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Roti,9.0,Meal,1,4,1,Yes,No,3.0,9.0,10.0,20.0,20.0,4.666666666666667,7.0,7.642857142857143,2.6457513110645885,4.049827021132994,7.0,7.5,-6.0,-1.0,5.5
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Soft drinks,39.0,Cold Beverage,1,4,1,Yes,No,8.0,11.0,36.0,25.0,27.0,17.333333333333332,19.142857142857142,20.857142857142858,7.492853738253357,9.566424803262898,20.0,20.5,-3.0,-25.0,11.7
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,String Hoppers,86.0,Meal,1,4,1,Yes,No,40.0,100.0,80.0,55.0,40.0,73.33333333333333,74.28571428571429,73.92857142857143,39.52094080237415,44.12301734175326,60.0,70.0,-60.0,20.0,62.0
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Tea,27.0,Hot Beverage,1,4,1,Yes,No,5.0,17.0,23.0,25.0,23.0,13.666666666666666,14.428571428571429,14.428571428571429,4.7908643220593,5.879747322073328,16.0,15.5,-12.0,-6.0,10.4
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Ulundu Wade,65.0,Snack,1,4,1,Yes,No,12.0,44.0,64.0,54.0,75.0,27.666666666666668,41.42857142857143,44.214285714285715,17.21295193410225,20.260528398563824,41.0,49.0,-32.0,-20.0,26.799999999999997
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Vegitable Roti,20.0,Meal,1,4,1,Yes,No,6.0,12.0,19.0,19.0,19.0,10.666666666666666,10.857142857142858,12.857142857142858,3.2366943748507517,5.90771520142084,12.0,12.5,-6.0,-7.0,9.1
2025-11-01,Saturday,11,44,Yes,Rainy,No,start,No,No,Watter Bottle,4.0,Cold Beverage,1,4,1,Yes,No,1.0,2.0,3.0,3.0,3.0,6.0,5.571428571428571,3.857142857142857,3.5989416433697485,3.2310308632943197,6.0,3.0,-1.0,-1.0,1.5
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Bread,1.5,Meal,2,4,1,No,No,1.5,2.0,1.5,2.0,4.0,1.8333333333333333,1.7142857142857142,1.7857142857142858,0.859124692984225,0.9138735334633754,1.5,2.0,-0.5,0.5,1.65
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Breakfast,12.5,Meal,2,4,1,No,No,10.0,0.0,12.0,13.0,11.0,8.666666666666666,7.642857142857143,8.821428571428571,3.4726825091741165,4.204425977728446,8.5,10.0,10.0,-12.0,7.2
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Bulath vita,18.0,Other,2,4,1,No,No,16.0,4.0,25.0,17.0,19.0,12.0,12.285714285714286,12.571428571428571,5.186980037050651,7.1221678388868925,12.0,12.0,12.0,-21.0,13.299999999999999
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Chicken Curry,3.0,Meal,2,4,1,No,No,3.0,2.0,0.0,3.0,0.0,2.6666666666666665,1.7142857142857142,2.357142857142857,1.496026483086191,1.9848325973644323,2.0,2.5,1.0,2.0,2.4
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Cigarette,29.0,Other,2,4,1,No,No,25.0,38.0,33.0,28.0,62.0,18.0,25.142857142857142,25.214285714285715,9.370673604897595,10.039756137312454,25.0,28.0,-13.0,5.0,29.7
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Dal Curry,7.0,Meal,2,4,1,No,No,8.0,4.0,6.0,7.0,10.0,7.333333333333333,6.714285714285714,9.428571428571429,1.4960264830861745,10.27105182026191,7.0,7.5,4.0,-2.0,6.6
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Egg Rotti,54.0,Meal,2,4,1,No,No,50.0,53.0,43.0,45.0,71.0,34.666666666666664,38.857142857142854,38.0,12.469009201864864,15.684387141358135,42.0,40.5,-3.0,10.0,50.199999999999996
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Hoppers,31.0,Meal,2,4,1,No,No,23.0,23.0,13.0,30.0,34.0,23.333333333333332,20.0,16.428571428571427,5.228129047119361,8.41897386141096,23.0,16.0,0.0,10.0,22.0
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Kahata,19.0,Hot Beverage,2,4,1,No,No,36.0,15.0,14.0,19.0,19.0,18.0,20.0,19.857142857142858,10.115993936995677,9.622546783123822,19.0,22.0,21.0,1.0,27.499999999999996
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Plain Tea,75.5,Hot Beverage,2,4,1,No,No,70.0,67.0,54.0,62.0,60.0,51.333333333333336,59.285714285714285,58.142857142857146,17.133926245067965,22.459731976129213,66.0,64.5,3.0,13.0,67.5
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Roast bread,12.0,Meal,2,4,1,No,No,25.0,16.0,15.0,12.0,43.0,14.666666666666666,15.571428571428571,14.642857142857142,7.785823502947361,7.099373134375942,17.0,15.5,9.0,1.0,21.3
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Rolls,69.0,Snack,2,4,1,No,No,62.0,79.0,62.0,66.0,83.0,39.666666666666664,44.857142857142854,45.0,20.56233264514326,20.94314648316687,42.0,43.0,-17.0,17.0,67.1
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Roti,13.0,Meal,2,4,1,No,No,9.0,7.0,12.0,12.0,6.0,5.666666666666667,7.0,7.571428571428571,2.6457513110645885,4.013712758767142,7.0,7.5,2.0,-5.0,8.7
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Soft drinks,35.0,Cold Beverage,2,4,1,No,No,39.0,30.0,30.0,30.0,37.0,23.666666666666668,23.142857142857142,21.071428571428573,9.599107101332775,9.957326531170487,21.0,20.5,9.0,0.0,35.4
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,String Hoppers,71.0,Meal,2,4,1,No,No,86.0,20.0,55.0,80.0,50.0,82.0,72.28571428571429,74.35714285714286,38.33933700398015,44.215568338725255,60.0,73.0,66.0,-35.0,63.1
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Tea,26.0,Hot Beverage,2,4,1,No,No,27.0,16.0,19.0,23.0,39.0,17.333333333333332,15.857142857142858,14.714285714285714,6.768273325562704,6.4022660823345126,16.0,15.5,11.0,-3.0,22.9
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Ulundu Wade,56.0,Snack,2,4,1,No,No,65.0,59.0,60.0,51.0,84.0,39.333333333333336,44.42857142857143,44.285714285714285,19.423843962658736,20.337266178235357,41.0,49.0,6.0,-1.0,62.7
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Vegitable Roti,19.0,Meal,2,4,1,No,No,20.0,12.0,16.0,20.0,28.0,12.333333333333334,12.0,12.928571428571429,4.760952285695234,5.993127932689438,12.0,12.5,8.0,-4.0,17.2
2025-11-02,Sunday,11,44,Yes,Rainy,No,start,No,No,Watter Bottle,4.0,Cold Beverage,2,4,1,No,No,4.0,9.0,3.0,4.0,9.0,5.333333333333333,5.857142857142857,3.9285714285714284,3.3380918415851197,3.2216643026735228,6.0,3.5,-5.0,6.0,5.3999999999999995
2025-11-03,Monday,11,45,No,Cloudy,No,start,No,No,Bread,0.0,Meal,3,4,1,No,No,1.5,0.5,0.0,0.75,0.0,1.8333333333333333,1.6428571428571428,1.7857142857142858,0.8521681032463472,0.9138735334633754,1.5,2.0,1.0,0.5,1.0499999999999998
2025-11-03,Monday,11,45,No,Cloudy,No,start,No,No,Breakfast,0.0,Meal,3,4,1,No,No,12.5,9.0,0.0,9.0,0.0,10.166666666666666,9.428571428571429,8.857142857142858,1.5923926292577166,4.235511827342764,9.0,10.0,3.5,9.0,10.2
